airline_sentiment,clean_text,airline
negative,happen really confuses st content come screens technology forward united,United
negative,mean like mailing address rate surliness united coworkers im guessing benefits arent great,United
negative,already sent feedback reps told priority im speechless system,United
negative,monopoly doesnt mean treat frequent fliers like crap,United
negative,yeah bag way per usual im actually getting used getting delivered kind nice sense,United
negative,take weeks new mileageplus premier card sent stillwaiting doesntfeellikestatusyet,United
negative,wonder people hate dealing airlines ridiculous inflexible policies need phone number resolution,United
negative,levd pnr numbered flight first leg cancelled flightled due bad weather iatanbul make reflight booking problems,United
negative,suggests cant confirm cert time flight booking problems assume may never clear didnt used way,United
positive,thanks explanation seems like odd incentive structure tho dramatically diminishes value certs,United
negative,dont really care comfort care profitability thats fine unfriendlyskies,United
negative,honest customers new seats designed fit rows plane rows money,United
negative,missing wedding delays would cool,United
negative,designed deter people forgetting things provide storage space article says latter unfriendlyskies,United
negative,think missing meetings worth flight voucher fly time would make right,United
negative,pile time update flight tv package,United
negative,hard add meal preferences booked tickets forgot amp impossible even called,United
